qoe_challenge_table_for_model_v2.imsi;qoe_challenge_table_for_model_v2.year;qoe_challenge_table_for_model_v2.month;qoe_challenge_table_for_model_v2.msisdn;qoe_challenge_table_for_model_v2.coupure_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_coupure_appel_daily;qoe_challenge_table_for_model_v2.echec_appel_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;qoe_challenge_table_for_model_v2.paging_without_response_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_paging_without_response_daily;qoe_challenge_table_for_model_v2.nb_call_est_daily;qoe_challenge_table_for_model_v2.reiter_call_interval_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_reiter_call_daily;qoe_challenge_table_for_model_v2.call_est_bad_setupduration_nb_daily;qoe_challenge_table_for_model_v2.nb_hour_call_est_bad_setupduration_daily;test;msisdn_H
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5705
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5706
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5707
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;1;1;0;0;3;5708
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5709
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5710
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;1;0;0;3;5711
6,08015E+14;2022;10;20221004;10;3;6;2;1;1;13;0;0;0;0;3;5712
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5713
6,08015E+14;2022;10;20221004;2;1;1;1;1;1;1;0;0;0;0;3;5714
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;5715
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5716
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5717
6,08015E+14;2022;10;20221004;13;3;9;2;11;5;19;1;1;0;0;3;5718
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5719
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5720
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5721
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5722
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5723
6,08015E+14;2022;10;20221004;10;5;6;3;1;1;14;0;0;1;1;3;5724
6,08015E+14;2022;10;20221004;3;3;2;2;6;3;0;0;0;0;0;3;5725
6,08015E+14;2022;10;20221004;4;1;2;1;0;0;5;5;2;0;0;3;5726
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;0;1;1;0;0;3;5727
6,08015E+14;2022;10;20221004;19;6;13;4;0;0;24;4;1;1;1;3;5728
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;1;0;0;0;0;3;5729
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5730
6,08015E+14;2022;10;20221004;46;6;30;4;0;0;0;1;1;0;0;3;5731
6,08015E+14;2022;10;20221004;2;2;1;1;0;0;2;0;0;0;0;3;5732
6,08015E+14;2022;10;20221004;8;3;5;2;1;1;9;2;2;2;2;3;5733
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5734
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5735
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5736
6,08015E+14;2022;10;20221004;3;2;2;1;1;1;3;0;0;1;1;3;5737
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5738
6,08015E+14;2022;10;20221004;9;2;6;1;3;1;10;1;1;2;1;3;5739
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5740
6,08015E+14;2022;10;20221004;7;3;4;2;1;1;9;3;2;0;0;3;5741
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5742
6,08015E+14;2022;10;20221004;10;1;6;1;1;1;1;1;1;0;0;3;5743
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5744
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5745
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5746
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5747
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5748
6,08018E+14;2022;10;20221004;8;3;5;2;0;0;8;0;0;3;1;3;5749
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5750
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5751
6,08015E+14;2022;10;20221004;1;1;0;0;4;2;1;1;1;0;0;3;5752
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5753
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5754
6,08015E+14;2022;10;20221004;6;3;4;2;10;3;6;0;0;0;0;3;5755
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5756
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5757
6,08015E+14;2022;10;20221004;19;4;13;2;0;0;20;1;1;0;0;3;5758
6,08015E+14;2022;10;20221004;7;3;5;2;4;1;7;2;1;0;0;3;5759
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5760
6,08015E+14;2022;10;20221004;27;6;18;4;11;6;41;0;0;13;4;3;5761
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5762
6,08015E+14;2022;10;20221004;3;3;2;2;0;0;2;1;1;0;0;3;5763
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;1;1;1;0;0;3;5764
6,08015E+14;2022;10;20221004;31;6;20;4;6;3;22;1;1;3;2;3;5765
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;5;2;0;0;3;5766
6,08015E+14;2022;10;20221004;7;3;5;2;0;0;11;0;0;3;1;3;5767
6,08015E+14;2022;10;20221004;6;2;4;1;0;0;9;0;0;3;2;3;5768
6,08015E+14;2022;10;20221004;11;4;7;2;4;2;11;3;3;0;0;3;5769
6,08015E+14;2022;10;20221004;124;9;83;6;11;6;133;7;5;10;5;3;5770
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5771
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5772
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5773
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;2;1;1;0;0;3;5774
6,08015E+14;2022;10;20221004;0;0;0;0;7;3;0;0;0;0;0;3;5775
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5776
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5777
6,08016E+14;2022;10;20221004;0;0;0;0;5;2;0;0;0;0;0;3;5778
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5779
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;2;0;0;3;5780
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5781
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5782
6,08015E+14;2022;10;20221004;4;1;2;1;0;0;4;0;0;1;1;3;5783
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;1;0;0;0;0;3;5784
6,08015E+14;2022;10;20221004;0;0;0;0;2;1;0;0;0;0;0;3;5785
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5786
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5787
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5788
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5789
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5790
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5791
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5792
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5793
6,08015E+14;2022;10;20221004;3;0;2;0;0;0;5;0;0;0;0;3;5794
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5795
6,08015E+14;2022;10;20221004;8;2;5;1;41;11;10;1;1;5;3;3;5796
6,08015E+14;2022;10;20221004;34;6;23;4;1;1;30;2;2;8;5;3;5797
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;2;0;0;0;0;3;5798
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;2;0;0;3;5799
6,08015E+14;2022;10;20221004;38;7;25;5;0;0;41;0;0;2;2;3;5800
6,08015E+14;2022;10;20221004;8;3;5;2;3;1;2;0;0;0;0;3;5801
6,08015E+14;2022;10;20221004;9;3;6;2;2;1;9;0;0;1;1;3;5802
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5803
6,08015E+14;2022;10;20221004;4;2;2;1;0;0;8;1;1;1;1;3;5804
6,08015E+14;2022;10;20221004;5;3;3;2;1;1;2;4;3;0;0;3;5805
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5806
6,08015E+14;2022;10;20221004;5;3;3;2;0;0;1;0;0;0;0;3;5807
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5808
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;5809
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5810
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5811
6,08015E+14;2022;10;20221004;24;8;16;5;1;1;11;0;0;2;2;3;5812
6,08015E+14;2022;10;20221004;5;1;3;0;1;1;5;0;0;0;0;3;5813
6,08015E+14;2022;10;20221004;0;0;0;0;3;2;0;0;0;0;0;3;5814
6,08017E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5815
6,08015E+14;2022;10;20221004;31;7;20;4;3;2;4;3;3;0;0;3;5816
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5817
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5818
6,08015E+14;2022;10;20221004;4;3;2;2;0;0;5;0;0;2;2;3;5819
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5820
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5821
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5822
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5823
6,08015E+14;2022;10;20221004;1;1;1;0;0;0;0;1;1;0;0;3;5824
6,08015E+14;2022;10;20221004;4;3;2;2;1;1;0;0;0;0;0;3;5825
6,08015E+14;2022;10;20221004;3;0;2;0;0;0;3;0;0;0;0;3;5826
6,08016E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;5827
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5828
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5829
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5830
6,08015E+14;2022;10;20221004;0;0;0;0;11;3;0;1;1;0;0;3;5831
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5832
6,08015E+14;2022;10;20221004;15;4;10;3;6;3;19;0;0;3;1;3;5833
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5834
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5835
6,08015E+14;2022;10;20221004;0;0;0;0;2;2;0;0;0;0;0;3;5836
6,08015E+14;2022;10;20221004;0;0;0;0;2;1;0;0;0;0;0;3;5837
6,08015E+14;2022;10;20221004;0;0;0;0;6;3;1;0;0;0;0;3;5838
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5839
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5840
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5841
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5842
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5843
6,08015E+14;2022;10;20221004;2;1;1;0;4;3;4;0;0;0;0;3;5844
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5845
6,08015E+14;2022;10;20221004;1;0;0;0;5;3;0;0;0;0;0;3;5846
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5847
6,08015E+14;2022;10;20221004;1;1;0;0;1;1;0;0;0;0;0;3;5848
6,08015E+14;2022;10;20221004;53;6;35;4;5;4;63;7;5;8;5;3;5849
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;0;0;0;0;0;3;5850
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5851
6,08015E+14;2022;10;20221004;1;1;0;0;1;1;0;0;0;0;0;3;5852
6,08015E+14;2022;10;20221004;2;1;1;1;8;2;2;2;1;0;0;3;5853
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5854
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5855
6,08017E+14;2022;10;20221004;4;3;3;2;0;0;5;0;0;0;0;3;5856
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5857
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5858
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5859
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5860
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5861
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;0;0;0;0;0;3;5862
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5863
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;0;0;0;0;0;3;5864
6,08015E+14;2022;10;20221004;6;2;4;1;0;0;4;1;1;0;0;3;5865
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;1;1;0;0;3;5866
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5867
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5868
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5869
6,08015E+14;2022;10;20221004;3;1;2;0;2;2;0;0;0;0;0;3;5870
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5871
6,08015E+14;2022;10;20221004;6;2;4;1;7;2;6;1;1;0;0;3;5872
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;0;0;0;0;0;3;5873
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5874
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5875
6,08015E+14;2022;10;20221004;3;2;2;1;5;3;2;0;0;0;0;3;5876
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5877
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5878
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5879
6,08015E+14;2022;10;20221004;10;1;6;0;2;1;14;0;0;2;1;3;5880
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5881
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5882
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5883
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5884
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5885
6,08015E+14;2022;10;20221004;13;4;9;2;1;1;17;3;3;1;1;3;5886
6,08015E+14;2022;10;20221004;30;5;20;3;0;0;5;5;5;0;0;3;5887
6,08015E+14;2022;10;20221004;21;5;14;3;4;3;24;1;1;2;2;3;5888
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5889
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5890
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5891
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5892
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5893
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5894
6,08015E+14;2022;10;20221004;22;7;14;5;2;1;8;0;0;0;0;3;5895
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5896
6,08015E+14;2022;10;20221004;0;0;0;0;4;1;0;1;1;0;0;3;5897
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5898
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5899
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5900
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5901
6,08015E+14;2022;10;20221004;35;7;23;5;0;0;39;1;1;2;2;3;5902
6,08015E+14;2022;10;20221004;6;3;4;2;1;1;0;0;0;0;0;3;5903
6,08015E+14;2022;10;20221004;1;1;1;0;3;2;0;0;0;0;0;3;5904
6,08015E+14;2022;10;20221004;15;4;10;2;2;1;14;0;0;1;1;3;5905
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5906
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5907
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5908
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5909
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5910
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5911
6,08015E+14;2022;10;20221004;7;2;4;1;0;0;6;0;0;0;0;3;5912
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;5913
6,08015E+14;2022;10;20221004;6;3;4;2;12;2;8;2;2;1;1;3;5914
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5915
6,08015E+14;2022;10;20221004;3;1;2;1;1;1;1;3;3;0;0;3;5916
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5917
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5918
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5919
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5920
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5921
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;3;0;0;3;5922
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5923
6,08015E+14;2022;10;20221004;0;0;0;0;2;1;0;0;0;0;0;3;5924
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5925
6,08015E+14;2022;10;20221004;25;7;16;4;2;2;27;1;1;12;5;3;5926
6,08015E+14;2022;10;20221004;6;3;4;2;0;0;8;0;0;0;0;3;5927
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5928
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5929
6,08015E+14;2022;10;20221004;2;1;1;0;0;0;2;0;0;1;1;3;5930
6,08015E+14;2022;10;20221004;16;1;11;0;3;3;17;0;0;1;1;3;5931
6,08015E+14;2022;10;20221004;6;1;4;1;6;3;9;9;5;2;1;3;5932
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;2;1;1;0;0;3;5933
6,08015E+14;2022;10;20221004;7;3;5;2;3;3;0;0;0;0;0;3;5934
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5935
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;5936
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5937
6,08015E+14;2022;10;20221004;1;0;0;0;1;1;0;0;0;0;0;3;5938
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;1;0;0;0;0;3;5939
6,08015E+14;2022;10;20221004;6;2;4;1;0;0;9;0;0;0;0;3;5940
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;2;3;1;0;0;3;5941
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5942
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5943
6,08015E+14;2022;10;20221004;4;1;3;1;2;1;6;0;0;0;0;3;5944
6,08015E+14;2022;10;20221004;1;0;0;0;0;0;0;0;0;0;0;3;5945
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5946
6,08015E+14;2022;10;20221004;4;1;2;0;8;2;0;0;0;0;0;3;5947
6,08015E+14;2022;10;20221004;0;0;0;0;3;2;0;0;0;0;0;3;5948
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5949
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5950
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5951
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5952
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5953
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;2;2;0;0;3;5954
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5955
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;0;0;0;0;3;5956
6,08015E+14;2022;10;20221004;2;1;1;1;4;3;0;0;0;0;0;3;5957
6,08015E+14;2022;10;20221004;16;4;10;2;0;0;16;0;0;2;2;3;5958
6,08015E+14;2022;10;20221004;1;0;1;0;0;0;2;2;1;0;0;3;5959
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5960
6,08015E+14;2022;10;20221004;2;1;1;1;2;1;3;2;2;1;1;3;5961
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5962
6,08015E+14;2022;10;20221004;53;7;35;5;0;0;43;1;1;10;6;3;5963
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;3;0;0;3;5964
6,08015E+14;2022;10;20221004;4;2;3;1;0;0;4;0;0;0;0;3;5965
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;5966
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5967
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5968
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5969
6,08015E+14;2022;10;20221004;0;0;0;0;4;2;0;0;0;0;0;3;5970
6,08015E+14;2022;10;20221004;6;3;4;2;1;1;0;0;0;0;0;3;5971
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5972
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5973
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;5;3;0;0;3;5974
6,08015E+14;2022;10;20221004;13;3;9;2;1;1;20;1;1;4;3;3;5975
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;4;1;1;1;1;3;5976
6,08015E+14;2022;10;20221004;12;3;8;2;0;0;10;2;1;0;0;3;5977
6,08015E+14;2022;10;20221004;9;4;6;2;5;3;11;2;1;1;1;3;5978
6,08015E+14;2022;10;20221004;0;0;0;0;1;1;0;2;1;0;0;3;5979
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5980
6,08015E+14;2022;10;20221004;1;1;1;1;0;0;1;0;0;0;0;3;5981
6,08015E+14;2022;10;20221004;4;1;3;1;1;1;1;0;0;0;0;3;5982
6,08015E+14;2022;10;20221004;5;3;3;2;2;1;0;0;0;0;0;3;5983
6,08015E+14;2022;10;20221004;1;1;0;0;0;0;0;0;0;0;0;3;5984
6,08015E+14;2022;10;20221004;10;4;7;2;4;4;13;1;1;3;3;3;5985
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5986
6,08015E+14;2022;10;20221004;7;3;5;2;12;5;8;0;0;0;0;3;5987
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;4;1;0;0;3;5988
6,08015E+14;2022;10;20221004;3;1;2;0;1;1;8;2;1;5;1;3;5989
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5990
6,08015E+14;2022;10;20221004;2;1;1;1;0;0;0;0;0;0;0;3;5991
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5992
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;5993
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5994
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5995
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5996
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;2;0;0;3;5997
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;5998
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;1;0;0;3;5999
6,08015E+14;2022;10;20221004;22;3;15;2;3;3;32;7;2;4;1;3;6000
6,08016E+14;2022;10;20221004;37;7;24;4;2;2;36;3;3;15;4;3;6001
6,08015E+14;2022;10;20221004;75;8;50;5;16;8;99;3;3;5;4;3;6002
6,08015E+14;2022;10;20221004;37;7;24;4;2;2;38;3;3;4;3;3;6003
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;3;3;0;0;3;6004
6,08015E+14;2022;10;20221004;3;1;2;1;0;0;5;1;1;0;0;3;6005
6,08015E+14;2022;10;20221004;38;9;25;6;3;2;47;1;1;3;2;3;6006
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;1;1;0;0;3;6007
6,08015E+14;2022;10;20221004;1;1;0;0;2;2;0;1;1;0;0;3;6008
6,08015E+14;2022;10;20221004;30;7;20;4;4;3;36;1;1;9;4;3;6009
6,08015E+14;2022;10;20221004;9;4;6;2;2;2;12;0;0;0;0;3;6010
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;6011
6,08015E+14;2022;10;20221004;0;0;0;0;0;0;0;0;0;0;0;3;6012
