;qoe_challenge_table_for_model_v2.nb_hour_echec_appel_daily;test;msisdn_H;msisdn;coupure;nb_hour_total_coupure;echec;paging_without_response_nb ;nb_hour_paging_without_response;nb_call_est;reiter_call_interval_nb;nb_hour_reiter_call ;call_est_bad_setupduration_nb;nb_hour_call_est_bad_setupduration
6194;0;3;6195;20221004;0;0;0;1;1;1;1;1;0;0
6195;0;3;6196;20221004;0;0;0;0;0;0;0;0;0;0
6196;0;3;6197;20221004;0;0;0;1;1;0;1;1;0;0
6197;3;3;6198;20221004;12;4;8;0;0;19;7;2;2;2
6198;2;3;6199;20221004;7;3;5;3;2;7;10;1;0;0
6199;0;3;6200;20221004;0;0;0;0;0;0;0;0;0;0
6200;1;3;6201;20221004;4;1;3;0;0;3;2;2;0;0
6201;0;3;6202;20221004;0;0;0;0;0;0;0;0;0;0
6202;2;3;6203;20221004;7;4;4;0;0;0;0;0;0;0
6203;0;3;6204;20221004;0;0;0;0;0;0;0;0;0;0
6204;0;3;6205;20221004;0;0;0;0;0;0;0;0;0;0
6205;0;3;6206;20221004;0;0;0;0;0;0;0;0;0;0
6206;0;3;6207;20221004;0;0;0;0;0;0;0;0;0;0
6207;0;3;6208;20221004;0;0;0;0;0;0;0;0;0;0
6208;0;3;6209;20221004;0;0;0;0;0;0;0;0;0;0
6209;0;3;6210;20221004;0;0;0;0;0;0;0;0;0;0
6210;5;3;6211;20221004;63;8;42;1;1;51;6;6;1;1
6211;2;3;6212;20221004;12;3;8;14;9;10;2;2;0;0
6212;0;3;6213;20221004;0;0;0;0;0;0;1;1;0;0
6213;0;3;6214;20221004;0;0;0;0;0;0;0;0;0;0
6214;4;3;6215;20221004;37;7;24;5;3;50;2;2;17;5
6215;4;3;6216;20221004;36;6;24;2;2;48;1;1;2;2
6216;0;3;6217;20221004;0;0;0;0;0;0;4;4;0;0
6217;2;3;6218;20221004;6;3;4;0;0;7;0;0;0;0
6218;3;3;6219;20221004;12;4;8;1;1;19;1;1;7;5
6219;0;3;6220;20221004;0;0;0;0;0;0;1;1;0;0
6220;1;3;6221;20221004;8;2;5;0;0;9;0;0;0;0
6221;0;3;6222;20221004;0;0;0;0;0;0;2;2;0;0
6222;1;3;6223;20221004;4;2;2;1;1;5;0;0;0;0
6223;0;3;6224;20221004;0;0;0;0;0;0;1;1;0;0
6224;0;3;6225;20221004;0;0;0;0;0;0;2;2;0;0
6225;0;3;6226;20221004;0;0;0;0;0;0;0;0;0;0
6226;0;3;6227;20221004;0;0;0;5;3;0;0;0;0;0
6227;0;3;6228;20221004;0;0;0;0;0;0;0;0;0;0
6228;0;3;6229;20221004;0;0;0;4;2;1;0;0;0;0
6229;0;3;6230;20221004;0;0;0;0;0;0;2;1;0;0
6230;0;3;6231;20221004;0;0;0;0;0;0;1;1;0;0
6231;1;3;6232;20221004;3;1;2;3;2;3;3;3;1;1
6232;0;3;6233;20221004;0;0;0;1;1;0;0;0;0;0
6233;0;3;6234;20221004;0;0;0;0;0;0;0;0;0;0
6234;0;3;6235;20221004;0;0;0;0;0;0;1;1;0;0
6235;2;3;6236;20221004;3;3;2;1;1;1;0;0;0;0
6236;0;3;6237;20221004;0;0;0;0;0;0;0;0;0;0
6237;0;3;6238;20221004;1;1;0;2;2;0;0;0;0;0
6238;0;3;6239;20221004;0;0;0;0;0;0;0;0;0;0
6239;1;3;6240;20221004;5;1;3;0;0;8;0;0;0;0
6240;0;3;6241;20221004;0;0;0;0;0;0;0;0;0;0
6241;0;3;6242;20221004;1;1;0;0;0;0;0;0;0;0
6242;0;3;6243;20221004;0;0;0;0;0;0;0;0;0;0
6243;1;3;6244;20221004;2;1;1;0;0;4;0;0;1;1
6244;0;3;6245;20221004;0;0;0;0;0;0;0;0;0;0
6245;0;3;6246;20221004;0;0;0;0;0;0;0;0;0;0
6246;0;3;6247;20221004;1;0;0;0;0;0;0;0;0;0
6247;0;3;6248;20221004;0;0;0;0;0;0;0;0;0;0
6248;0;3;6249;20221004;0;0;0;0;0;0;1;1;0;0
6249;0;3;6250;20221004;0;0;0;0;0;0;0;0;0;0
6250;0;3;6251;20221004;0;0;0;0;0;0;0;0;0;0
6251;1;3;6252;20221004;3;1;2;0;0;3;0;0;1;1
6252;1;3;6253;20221004;2;1;1;0;0;2;0;0;0;0
6253;0;3;6254;20221004;0;0;0;0;0;0;0;0;0;0
6254;0;3;6255;20221004;0;0;0;0;0;0;1;1;0;0
6255;2;3;6256;20221004;10;3;6;1;1;3;0;0;0;0
6256;0;3;6257;20221004;0;0;0;0;0;0;1;1;0;0
6257;2;3;6258;20221004;8;3;5;1;1;6;0;0;2;2
6258;0;3;6259;20221004;0;0;0;0;0;0;2;2;0;0
6259;0;3;6260;20221004;0;0;0;0;0;0;2;2;0;0
6260;1;3;6261;20221004;3;2;2;11;4;5;0;0;0;0
6261;0;3;6262;20221004;0;0;0;0;0;0;0;0;0;0
6262;0;3;6263;20221004;0;0;0;0;0;0;1;1;0;0
6263;0;3;6264;20221004;0;0;0;0;0;0;0;0;0;0
6264;4;3;6265;20221004;19;6;12;9;5;24;0;0;6;2
6265;2;3;6266;20221004;9;3;6;2;2;9;1;1;0;0
6266;2;3;6267;20221004;24;3;16;3;2;32;1;1;2;2
6267;0;3;6268;20221004;0;0;0;0;0;0;0;0;0;0
6268;0;3;6269;20221004;0;0;0;0;0;0;0;0;0;0
6269;0;3;6270;20221004;0;0;0;0;0;0;0;0;0;0
6270;0;3;6271;20221004;0;0;0;0;0;0;0;0;0;0
6271;0;3;6272;20221004;3;1;2;0;0;2;2;2;0;0
6272;0;3;6273;20221004;0;0;0;0;0;0;2;1;0;0
6273;0;3;6274;20221004;3;1;2;0;0;1;0;0;0;0
6274;0;3;6275;20221004;0;0;0;0;0;0;0;0;0;0
6275;0;3;6276;20221004;0;0;0;0;0;0;0;0;0;0
6276;1;3;6277;20221004;2;2;1;1;1;0;0;0;0;0
6277;0;3;6278;20221004;0;0;0;0;0;0;0;0;0;0
6278;0;3;6279;20221004;0;0;0;0;0;0;0;0;0;0
6279;0;3;6280;20221004;0;0;0;0;0;0;0;0;0;0
6280;0;3;6281;20221004;0;0;0;0;0;0;0;0;0;0
6281;0;3;6282;20221004;1;0;1;2;1;2;1;1;0;0
6282;0;3;6283;20221004;0;0;0;0;0;0;0;0;0;0
6283;0;3;6284;20221004;0;0;0;0;0;0;0;0;0;0
6284;0;3;6285;20221004;0;0;0;1;1;0;0;0;0;0
6285;2;3;6286;20221004;13;3;9;1;1;18;1;1;2;1
6286;1;3;6287;20221004;1;1;1;3;2;0;1;1;0;0
6287;1;3;6288;20221004;4;2;2;2;1;3;0;0;0;0
6288;0;3;6289;20221004;0;0;0;2;1;0;0;0;0;0
6289;1;3;6290;20221004;4;1;3;4;3;6;1;1;0;0
6290;0;3;6291;20221004;0;0;0;1;1;0;2;1;0;0
6291;0;3;6292;20221004;0;0;0;0;0;0;1;1;0;0
6292;3;3;6293;20221004;10;4;7;4;2;8;1;1;6;1
6293;0;3;6294;20221004;1;1;1;0;0;3;0;0;1;1
6294;0;3;6295;20221004;0;0;0;2;2;0;0;0;0;0
6295;1;3;6296;20221004;5;1;3;0;0;4;0;0;1;1
6296;4;3;6297;20221004;24;6;16;2;2;29;1;1;2;2
6297;0;3;6298;20221004;0;0;0;0;0;0;0;0;0;0
6298;0;3;6299;20221004;0;0;0;0;0;0;0;0;0;0
6299;5;3;6300;20221004;67;8;44;2;2;102;3;3;32;6
6300;0;3;6301;20221004;0;0;0;0;0;0;1;1;0;0
6301;2;3;6302;20221004;3;3;2;0;0;2;1;1;0;0
6302;1;3;6303;20221004;4;1;2;6;1;6;0;0;0;0
6303;0;3;6304;20221004;0;0;0;0;0;0;5;3;0;0
6304;0;3;6305;20221004;0;0;0;1;1;0;1;1;0;0
6305;0;3;6306;20221004;0;0;0;0;0;0;15;1;0;0
6306;0;3;6307;20221004;0;0;0;0;0;0;0;0;0;0
6307;1;3;6308;20221004;4;2;3;0;0;4;5;2;0;0
6308;0;3;6309;20221004;0;0;0;1;1;0;1;1;0;0
6309;0;3;6310;20221004;0;0;0;0;0;0;0;0;0;0
6310;0;3;6311;20221004;0;0;0;0;0;0;1;1;0;0
6311;0;3;6312;20221004;0;0;0;0;0;0;0;0;0;0
6312;0;3;6313;20221004;0;0;0;0;0;0;1;1;0;0
6313;0;3;6314;20221004;0;0;0;0;0;0;0;0;0;0
6314;0;3;6315;20221004;0;0;0;0;0;0;0;0;0;0
6315;0;3;6316;20221004;0;0;0;0;0;0;0;0;0;0
6316;0;3;6317;20221004;3;1;2;1;1;4;6;1;0;0
6317;0;3;6318;20221004;0;0;0;0;0;0;0;0;0;0
6318;0;3;6319;20221004;0;0;0;0;0;0;0;0;0;0
6319;0;3;6320;20221004;1;1;0;1;1;0;0;0;0;0
6320;0;3;6321;20221004;0;0;0;0;0;0;1;1;0;0
6321;0;3;6322;20221004;0;0;0;0;0;0;0;0;0;0
6322;0;3;6323;20221004;0;0;0;0;0;0;0;0;0;0
6323;0;3;6324;20221004;0;0;0;0;0;0;0;0;0;0
6324;0;3;6325;20221004;0;0;0;0;0;0;0;0;0;0
6325;0;3;6326;20221004;0;0;0;0;0;0;0;0;0;0
6326;0;3;6327;20221004;1;1;0;0;0;0;0;0;0;0
6327;0;3;6328;20221004;0;0;0;0;0;1;2;2;0;0
6328;0;3;6329;20221004;0;0;0;0;0;0;5;2;0;0
6329;2;3;6330;20221004;9;3;6;0;0;7;0;0;0;0
6330;0;3;6331;20221004;0;0;0;0;0;0;2;2;0;0
6331;0;3;6332;20221004;0;0;0;0;0;0;0;0;0;0
6332;3;3;6333;20221004;11;5;7;2;2;1;0;0;0;0
6333;0;3;6334;20221004;0;0;0;0;0;0;0;0;0;0
6334;0;3;6335;20221004;1;1;0;0;0;0;0;0;0;0
6335;2;3;6336;20221004;7;3;4;2;2;0;0;0;0;0
6336;0;3;6337;20221004;0;0;0;0;0;0;1;1;0;0
6337;0;3;6338;20221004;0;0;0;0;0;0;1;1;0;0
6338;1;3;6339;20221004;1;1;1;0;0;0;0;0;0;0
6339;1;3;6340;20221004;4;2;2;1;1;1;0;0;0;0
6340;0;3;6341;20221004;0;0;0;0;0;0;0;0;0;0
6341;0;3;6342;20221004;0;0;0;0;0;0;5;2;0;0
6342;0;3;6343;20221004;5;1;3;4;2;0;0;0;0;0
6343;0;3;6344;20221004;12;1;8;0;0;18;0;0;1;1
6344;0;3;6345;20221004;0;0;0;0;0;0;0;0;0;0
6345;3;3;6346;20221004;16;4;11;4;2;20;4;3;0;0
6346;0;3;6347;20221004;0;0;0;1;1;0;0;0;0;0
6347;0;3;6348;20221004;0;0;0;0;0;0;0;0;0;0
6348;0;3;6349;20221004;0;0;0;0;0;0;1;1;0;0
6349;0;3;6350;20221004;0;0;0;0;0;0;0;0;0;0
6350;2;3;6351;20221004;6;3;4;0;0;5;1;1;0;0
6351;0;3;6352;20221004;0;0;0;0;0;0;0;0;0;0
6352;1;3;6353;20221004;1;1;1;0;0;2;0;0;0;0
6353;0;3;6354;20221004;1;0;0;1;1;0;0;0;0;0
6354;2;3;6355;20221004;7;3;4;1;1;4;0;0;0;0
6355;1;3;6356;20221004;3;1;2;1;1;0;1;1;0;0
6356;2;3;6357;20221004;36;4;24;10;4;54;2;2;13;4
6357;1;3;6358;20221004;3;1;2;0;0;1;1;1;0;0
6358;1;3;6359;20221004;2;1;1;0;0;0;0;0;0;0
6359;0;3;6360;20221004;0;0;0;0;0;0;0;0;0;0
6360;0;3;6361;20221004;0;0;0;0;0;0;0;0;0;0
6361;0;3;6362;20221004;0;0;0;0;0;0;0;0;0;0
6362;0;3;6363;20221004;0;0;0;0;0;0;0;0;0;0
6363;1;3;6364;20221004;4;1;2;0;0;4;4;1;0;0
6364;0;3;6365;20221004;0;0;0;2;1;0;0;0;0;0
6365;0;3;6366;20221004;0;0;0;0;0;0;0;0;0;0
6366;0;3;6367;20221004;0;0;0;1;1;0;0;0;0;0
6367;0;3;6368;20221004;0;0;0;1;1;0;0;0;0;0
6368;1;3;6369;20221004;2;1;1;0;0;4;0;0;0;0
6369;0;3;6370;20221004;0;0;0;0;0;0;1;1;0;0
6370;0;3;6371;20221004;0;0;0;0;0;0;0;0;0;0
6371;0;3;6372;20221004;0;0;0;0;0;0;0;0;0;0
6372;0;3;6373;20221004;0;0;0;0;0;0;0;0;0;0
6373;0;3;6374;20221004;0;0;0;0;0;0;2;1;0;0
6374;0;3;6375;20221004;0;0;0;0;0;0;0;0;0;0
6375;0;3;6376;20221004;1;1;0;0;0;0;0;0;0;0
6376;3;3;6377;20221004;12;4;8;6;5;14;0;0;0;0
6377;2;3;6378;20221004;17;4;11;5;2;17;1;1;1;1
6378;0;3;6379;20221004;1;1;1;0;0;0;0;0;0;0
6379;2;3;6380;20221004;9;4;6;0;0;9;0;0;0;0
6380;1;3;6381;20221004;3;2;2;0;0;0;0;0;0;0
6381;0;3;6382;20221004;0;0;0;0;0;0;2;1;0;0
6382;2;3;6383;20221004;3;3;2;2;2;0;0;0;0;0
6383;0;3;6384;20221004;1;0;0;0;0;1;1;1;0;0
6384;0;3;6385;20221004;0;0;0;0;0;0;0;0;0;0
6385;0;3;6386;20221004;0;0;0;9;5;0;0;0;0;0
6386;0;3;6387;20221004;0;0;0;0;0;0;3;2;0;0
6387;0;3;6388;20221004;0;0;0;0;0;0;1;1;0;0
6388;0;3;6389;20221004;0;0;0;0;0;0;3;2;0;0
6389;0;3;6390;20221004;0;0;0;0;0;0;1;1;0;0
6390;1;3;6391;20221004;3;2;2;0;0;4;1;1;0;0
6391;0;3;6392;20221004;0;0;0;2;1;0;0;0;0;0
6392;4;3;6393;20221004;18;6;12;0;0;25;1;1;4;2
6393;0;3;6394;20221004;0;0;0;0;0;0;2;2;0;0
6394;0;3;6395;20221004;0;0;0;0;0;0;0;0;0;0
6395;1;3;6396;20221004;4;1;2;4;3;0;0;0;0;0
6396;0;3;6397;20221004;0;0;0;0;0;0;0;0;0;0
6397;0;3;6398;20221004;0;0;0;0;0;0;1;1;0;0
6398;0;3;6399;20221004;0;0;0;1;1;0;0;0;0;0
6399;0;3;6400;20221004;0;0;0;0;0;0;0;0;0;0
6400;0;3;6401;20221004;0;0;0;0;0;0;1;1;0;0
6401;0;3;6402;20221004;1;0;1;0;0;0;1;1;0;0
6402;0;3;6403;20221004;0;0;0;0;0;0;0;0;0;0
6403;1;3;6404;20221004;7;1;5;0;0;9;0;0;3;1
6404;0;3;6405;20221004;0;0;0;0;0;0;1;1;0;0
6405;0;3;6406;20221004;0;0;0;0;0;0;0;0;0;0
6406;0;3;6407;20221004;0;0;0;0;0;0;1;1;0;0
6407;0;3;6408;20221004;0;0;0;0;0;0;0;0;0;0
6408;1;3;6409;20221004;2;1;1;0;0;0;0;0;0;0
6409;0;3;6410;20221004;0;0;0;0;0;0;1;1;0;0
6410;2;3;6411;20221004;7;3;4;1;1;10;1;1;2;2
6411;2;3;6412;20221004;5;3;3;0;0;1;0;0;1;1
6412;0;3;6413;20221004;0;0;0;0;0;0;0;0;0;0
6413;0;3;6414;20221004;0;0;0;0;0;0;1;1;0;0
6414;2;3;6415;20221004;8;3;5;0;0;5;1;1;0;0
6415;0;3;6416;20221004;0;0;0;0;0;0;0;0;0;0
6416;0;3;6417;20221004;1;0;0;0;0;1;1;1;0;0
6417;0;3;6418;20221004;0;0;0;0;0;0;0;0;0;0
6418;0;3;6419;20221004;0;0;0;0;0;0;0;0;0;0
6419;0;3;6420;20221004;0;0;0;2;1;0;0;0;0;0
6420;1;3;6421;20221004;3;1;2;0;0;1;0;0;0;0
6421;0;3;6422;20221004;0;0;0;8;5;0;0;0;0;0
6422;0;3;6423;20221004;0;0;0;0;0;0;0;0;0;0
6423;0;3;6424;20221004;0;0;0;0;0;0;7;3;0;0
6424;0;3;6425;20221004;0;0;0;0;0;0;0;0;0;0
6425;2;3;6426;20221004;8;4;5;3;2;0;0;0;0;0
6426;0;3;6427;20221004;0;0;0;0;0;0;0;0;0;0
6427;0;3;6428;20221004;0;0;0;2;2;0;0;0;0;0
6428;0;3;6429;20221004;0;0;0;0;0;0;1;1;0;0
6429;0;3;6430;20221004;0;0;0;0;0;0;1;1;0;0
6430;0;3;6431;20221004;0;0;0;0;0;0;0;0;0;0
6431;0;3;6432;20221004;0;0;0;0;0;0;0;0;0;0
6432;0;3;6433;20221004;1;1;0;2;1;2;0;0;1;1
6433;1;3;6434;20221004;3;2;2;1;1;0;0;0;0;0
6434;0;3;6435;20221004;0;0;0;0;0;0;0;0;0;0
6435;0;3;6436;20221004;0;0;0;0;0;0;0;0;0;0
6436;0;3;6437;20221004;0;0;0;0;0;0;1;1;0;0
6437;0;3;6438;20221004;0;0;0;0;0;0;0;0;0;0
6438;0;3;6439;20221004;0;0;0;0;0;0;0;0;0;0
6439;0;3;6440;20221004;0;0;0;0;0;0;0;0;0;0
6440;0;3;6441;20221004;0;0;0;0;0;0;0;0;0;0
6441;0;3;6442;20221004;0;0;0;0;0;0;0;0;0;0
6442;0;3;6443;20221004;1;1;0;0;0;0;0;0;0;0
6443;0;3;6444;20221004;0;0;0;0;0;0;0;0;0;0
6444;0;3;6445;20221004;0;0;0;0;0;0;1;1;0;0
6445;0;3;6446;20221004;0;0;0;0;0;0;0;0;0;0
6446;0;3;6447;20221004;0;0;0;0;0;0;2;2;0;0
6447;0;3;6448;20221004;0;0;0;0;0;0;0;0;0;0
6448;0;3;6449;20221004;0;0;0;0;0;0;1;1;0;0
6449;0;3;6450;20221004;0;0;0;0;0;0;0;0;0;0
6450;0;3;6451;20221004;0;0;0;0;0;0;1;1;0;0
6451;0;3;6452;20221004;0;0;0;0;0;0;0;0;0;0
6452;0;3;6453;20221004;0;0;0;0;0;0;0;0;0;0
6453;4;3;6454;20221004;25;6;16;1;1;20;1;1;1;1
6454;0;3;6455;20221004;0;0;0;0;0;0;0;0;0;0
6455;1;3;6456;20221004;3;2;2;1;1;1;0;0;0;0
6456;0;3;6457;20221004;1;1;1;0;0;3;4;3;0;0
6457;0;3;6458;20221004;0;0;0;0;0;0;1;1;0;0
6458;0;3;6459;20221004;0;0;0;0;0;0;0;0;0;0
6459;0;3;6460;20221004;0;0;0;0;0;0;0;0;0;0
6460;0;3;6461;20221004;0;0;0;0;0;0;1;1;0;0
6461;0;3;6462;20221004;0;0;0;0;0;0;1;1;0;0
6462;4;3;6463;20221004;13;6;9;1;1;0;0;0;0;0
6463;0;3;6464;20221004;0;0;0;0;0;0;0;0;0;0
6464;2;3;6465;20221004;10;4;7;0;0;12;0;0;1;1
6465;0;3;6466;20221004;0;0;0;0;0;0;1;1;0;0
6466;5;3;6467;20221004;41;8;27;0;0;17;0;0;3;2
6467;0;3;6468;20221004;0;0;0;0;0;0;2;1;0;0
6468;4;3;6469;20221004;19;6;13;3;1;11;0;0;1;1
6469;2;3;6470;20221004;10;4;6;4;2;10;2;1;0;0
6470;1;3;6471;20221004;1;1;1;3;2;1;2;2;0;0
6471;2;3;6472;20221004;6;3;4;3;2;0;0;0;0;0
6472;2;3;6473;20221004;13;3;9;0;0;1;0;0;0;0
6473;2;3;6474;20221004;6;4;4;0;0;2;2;2;0;0
6474;0;3;6475;20221004;0;0;0;0;0;0;0;0;0;0
6475;0;3;6476;20221004;0;0;0;0;0;0;1;1;0;0
6476;0;3;6477;20221004;0;0;0;0;0;0;0;0;0;0
6477;0;3;6478;20221004;0;0;0;2;1;0;0;0;0;0
6478;0;3;6479;20221004;0;0;0;0;0;0;0;0;0;0
6479;0;3;6480;20221004;0;0;0;0;0;0;0;0;0;0
6480;0;3;6481;20221004;5;1;3;0;0;6;0;0;1;1
6481;0;3;6482;20221004;3;1;2;0;0;0;0;0;0;0
6482;0;3;6483;20221004;0;0;0;0;0;0;0;0;0;0
6483;1;3;6484;20221004;9;1;6;0;0;15;16;3;0;0
6484;2;3;6485;20221004;11;3;7;0;0;11;16;5;0;0
6485;0;3;6486;20221004;0;0;0;0;0;0;0;0;0;0
6486;0;3;6487;20221004;0;0;0;0;0;0;0;0;0;0
6487;0;3;6488;20221004;0;0;0;0;0;0;1;1;0;0
6488;0;3;6489;20221004;0;0;0;0;0;0;0;0;0;0
6489;0;3;6490;20221004;0;0;0;0;0;0;0;0;0;0
6490;0;3;6491;20221004;0;0;0;0;0;0;0;0;0;0
6491;0;3;6492;20221004;0;0;0;0;0;0;1;1;0;0
6492;0;3;6493;20221004;0;0;0;0;0;0;0;0;0;0
6493;0;3;6494;20221004;0;0;0;0;0;0;0;0;0;0
6494;0;3;6495;20221004;0;0;0;0;0;0;0;0;0;0
6495;0;3;6496;20221004;0;0;0;0;0;0;0;0;0;0
6496;3;3;6497;20221004;16;5;10;0;0;15;3;2;0;0
6497;0;3;6498;20221004;0;0;0;0;0;0;0;0;0;0
6498;5;3;6499;20221004;27;7;18;0;0;8;17;4;0;0
6499;2;3;6500;20221004;14;3;9;10;5;18;0;0;14;3
6500;0;3;6501;20221004;1;1;1;9;4;0;0;0;0;0
6501;3;3;6502;20221004;19;5;12;3;1;20;7;4;1;1
6502;3;3;6503;20221004;35;5;23;23;4;28;10;8;6;3
6503;0;3;6504;20221004;0;0;0;0;0;0;2;1;0;0
6504;3;3;6505;20221004;12;4;8;0;0;14;1;1;3;2
6505;0;3;6506;20221004;0;0;0;0;0;0;1;1;0;0
6506;0;3;6507;20221004;0;0;0;0;0;0;0;0;0;0
6507;0;3;6508;20221004;2;1;1;0;0;1;0;0;1;1
6508;5;3;6509;20221004;36;8;24;4;4;42;3;3;0;0
6509;0;3;6510;20221004;0;0;0;0;0;0;0;0;0;0
6510;0;3;6511;20221004;0;0;0;0;0;0;1;1;0;0
6511;0;3;6512;20221004;2;0;1;0;0;3;4;2;0;0
6512;0;3;6513;20221004;0;0;0;0;0;0;1;1;0;0
6513;0;3;6514;20221004;0;0;0;0;0;0;0;0;0;0
6514;0;3;6515;20221004;4;0;2;4;2;4;0;0;0;0
6515;0;3;6516;20221004;0;0;0;0;0;0;1;1;0;0
6516;0;3;6517;20221004;1;1;1;0;0;2;12;2;0;0
6517;0;3;6518;20221004;0;0;0;0;0;0;0;0;0;0
6518;0;3;6519;20221004;0;0;0;0;0;0;1;1;0;0
6519;0;3;6520;20221004;0;0;0;0;0;0;0;0;0;0
6520;0;3;6521;20221004;0;0;0;0;0;0;0;0;0;0
6521;0;3;6522;20221004;0;0;0;0;0;0;0;0;0;0
6522;0;3;6523;20221004;0;0;0;0;0;0;0;0;0;0
6523;1;3;6524;20221004;2;2;1;0;0;0;0;0;0;0
6524;0;3;6525;20221004;0;0;0;0;0;0;0;0;0;0
6525;0;3;6526;20221004;0;0;0;0;0;0;0;0;0;0
6526;0;3;6527;20221004;0;0;0;0;0;0;0;0;0;0
6527;1;3;6528;20221004;7;1;4;4;1;4;0;0;0;0
6528;0;3;6529;20221004;1;1;1;2;2;1;0;0;0;0
6529;0;3;6530;20221004;0;0;0;0;0;0;0;0;0;0
6530;0;3;6531;20221004;0;0;0;0;0;0;0;0;0;0
6531;0;3;6532;20221004;0;0;0;0;0;0;0;0;0;0
6532;0;3;6533;20221004;0;0;0;0;0;0;0;0;0;0
6533;0;3;6534;20221004;0;0;0;1;1;0;0;0;0;0
6534;0;3;6535;20221004;0;0;0;0;0;0;0;0;0;0
6535;0;3;6536;20221004;0;0;0;0;0;0;0;0;0;0
6536;0;3;6537;20221004;1;0;0;0;0;0;0;0;0;0
6537;0;3;6538;20221004;0;0;0;0;0;0;2;2;0;0
6538;1;3;6539;20221004;3;2;2;0;0;0;0;0;0;0
6539;3;3;6540;20221004;15;5;10;2;2;18;0;0;2;2
6540;0;3;6541;20221004;0;0;0;0;0;0;0;0;0;0
6541;0;3;6542;20221004;0;0;0;0;0;0;0;0;0;0
6542;0;3;6543;20221004;0;0;0;0;0;0;0;0;0;0
6543;0;3;6544;20221004;1;1;0;2;1;0;0;0;0;0
6544;3;3;6545;20221004;25;5;16;6;3;22;30;7;0;0
6545;0;3;6546;20221004;0;0;0;0;0;0;0;0;0;0
6546;0;3;6547;20221004;0;0;0;0;0;0;0;0;0;0
6547;0;3;6548;20221004;0;0;0;0;0;0;0;0;0;0
6548;1;3;6549;20221004;8;2;5;1;1;13;0;0;0;0
6549;0;3;6550;20221004;3;1;2;0;0;4;1;1;0;0
6550;0;3;6551;20221004;1;0;0;0;0;2;3;1;0;0
6551;0;3;6552;20221004;0;0;0;2;1;0;0;0;0;0
6552;6;3;6553;20221004;39;9;26;0;0;11;3;2;0;0
6553;0;3;6554;20221004;0;0;0;0;0;0;0;0;0;0
6554;0;3;6555;20221004;0;0;0;0;0;0;1;1;0;0
6555;3;3;6556;20221004;15;5;10;0;0;11;0;0;0;0
6556;0;3;6557;20221004;0;0;0;0;0;0;0;0;0;0
6557;0;3;6558;20221004;0;0;0;0;0;0;0;0;0;0
6558;0;3;6559;20221004;0;0;0;0;0;0;4;2;0;0
6559;0;3;6560;20221004;6;1;4;14;3;1;1;1;0;0
6560;0;3;6561;20221004;0;0;0;0;0;0;1;1;0;0
6561;0;3;6562;20221004;0;0;0;0;0;0;0;0;0;0
6562;0;3;6563;20221004;0;0;0;0;0;0;0;0;0;0
6563;0;3;6564;20221004;0;0;0;0;0;0;0;0;0;0
6564;0;3;6565;20221004;0;0;0;0;0;0;2;2;0;0
6565;1;3;6566;20221004;3;2;2;0;0;3;0;0;0;0
6566;0;3;6567;20221004;0;0;0;0;0;0;0;0;0;0
6567;0;3;6568;20221004;0;0;0;0;0;0;3;2;0;0
6568;4;3;6569;20221004;16;6;10;0;0;6;3;3;1;1
6569;2;3;6570;20221004;4;3;3;0;0;7;0;0;0;0
6570;0;3;6571;20221004;0;0;0;0;0;0;1;1;0;0
6571;0;3;6572;20221004;0;0;0;0;0;1;1;1;0;0
6572;0;3;6573;20221004;0;0;0;0;0;0;3;3;0;0
6573;0;3;6574;20221004;0;0;0;0;0;0;0;0;0;0
6574;4;3;6575;20221004;29;7;19;0;0;31;3;3;2;2
6575;0;3;6576;20221004;0;0;0;0;0;0;2;2;0;0
6576;0;3;6577;20221004;0;0;0;0;0;0;1;1;0;0
6577;0;3;6578;20221004;0;0;0;3;1;0;0;0;0;0
6578;3;3;6579;20221004;19;5;13;0;0;15;0;0;2;2
6579;0;3;6580;20221004;0;0;0;0;0;0;1;1;0;0
6580;4;3;6581;20221004;52;7;35;0;0;69;1;1;5;2
6581;0;3;6582;20221004;0;0;0;0;0;0;0;0;0;0
6582;6;3;6583;20221004;124;9;82;12;6;126;10;7;15;6
6583;5;3;6584;20221004;37;7;25;1;1;43;3;3;7;3
6584;0;3;6585;20221004;0;0;0;0;0;0;0;0;0;0
6585;3;3;6586;20221004;11;5;7;3;3;13;1;1;1;1
6586;0;3;6587;20221004;0;0;0;0;0;0;2;2;0;0
6587;0;3;6588;20221004;0;0;0;0;0;0;0;0;0;0
6588;0;3;6589;20221004;0;0;0;0;0;0;1;1;0;0
6589;2;3;6590;20221004;15;3;10;0;0;20;67;7;0;0
6590;0;3;6591;20221004;0;0;0;0;0;0;0;0;0;0
6591;0;3;6592;20221004;0;0;0;0;0;0;0;0;0;0
6592;0;3;6593;20221004;0;0;0;0;0;0;1;1;0;0
6593;0;3;6594;20221004;0;0;0;0;0;0;15;4;0;0
6594;0;3;6595;20221004;0;0;0;1;1;0;0;0;0;0
6595;0;3;6596;20221004;0;0;0;0;0;2;2;1;0;0
6596;0;3;6597;20221004;0;0;0;0;0;0;0;0;0;0
6597;0;3;6598;20221004;0;0;0;1;1;0;0;0;0;0
6598;0;3;6599;20221004;0;0;0;0;0;0;1;1;0;0
6599;0;3;6600;20221004;0;0;0;0;0;0;0;0;0;0
6600;0;3;6601;20221004;0;0;0;0;0;0;2;2;0;0
